edad,conversacion_con_IA_horas,interaccion_social_presencial_horas,tiempo_redes_sociales_horas,tiempo_frente_pantallas_horas,total_amigos_cercanos,nivel_soledad,nivel_apego_emocional,nivel_satisfaccion_relaciones_reales,horas_sueño,nivel_calidad_sueño,horas_ejercicio,nivel_ansiedad,nivel_depresion,nivel_estres,nivel_autoestima,riesgo_dependencia
44,0.0,7.74,1.71,4.36,7,2.7,1.0,9.9,8.2,8.9,4.2,1.5,1.0,4.0,9.2,Bajo
44,2.36,4.36,3.24,6.98,5,5.9,5.2,7.4,7.9,7.7,5.3,4.1,2.3,6.2,8.7,Moderado
19,2.68,2.28,3.86,7.84,0,8.3,9.2,5.2,6.2,3.0,0.9,6.9,6.4,7.2,3.1,Alto
37,1.69,5.33,0.62,3.45,4,3.9,6.2,6.1,7.7,6.9,5.2,6.2,2.8,5.4,5.5,Moderado
40,2.82,3.39,1.96,6.87,4,6.2,6.5,2.5,7.6,5.9,3.5,7.0,5.2,6.0,4.7,Alto
24,2.45,4.61,2.87,5.74,3,6.5,7.4,5.5,7.5,3.5,1.0,5.0,5.6,6.1,5.1,Moderado
36,0.8,6.36,0.35,2.26,7,3.1,1.4,8.8,6.3,8.3,4.7,1.2,1.0,2.4,7.6,Bajo
19,2.27,1.78,2.83,6.64,2,7.3,6.4,6.3,6.0,2.5,3.2,5.7,4.9,6.8,3.9,Alto
18,1.59,4.81,1.63,6.27,4,5.2,2.3,8.0,8.3,8.8,4.8,5.3,2.6,5.0,6.7,Bajo
16,1.68,6.01,1.71,5.26,3,6.0,5.3,6.7,7.6,5.4,5.9,1.4,2.7,5.7,4.4,Bajo
34,5.0,0.69,6.03,14.04,0,10.0,10.0,1.6,5.5,2.5,3.2,8.8,8.4,9.0,1.4,Alto
24,0.77,2.36,3.04,6.0,3,7.0,5.5,6.1,7.0,5.4,2.9,5.3,5.4,7.1,2.5,Moderado
40,1.08,3.89,2.8,5.4,5,2.1,1.0,3.8,6.5,6.5,5.6,4.7,2.1,3.0,6.6,Bajo
33,2.3,4.82,2.73,6.6,4,6.6,3.5,6.2,7.7,8.6,6.3,5.8,3.3,6.8,4.7,Moderado
40,1.22,4.24,3.95,6.0,5,6.1,3.8,7.2,7.3,5.6,2.4,2.8,4.1,4.8,6.7,Moderado
15,3.25,0.21,5.21,12.86,4,8.4,7.0,2.5,5.9,3.1,1.1,9.3,9.3,5.4,1.9,Alto
38,0.99,4.3,1.95,6.05,2,5.1,3.4,5.4,6.8,5.6,1.5,1.8,2.3,4.6,5.5,Bajo
19,3.54,1.32,6.67,12.82,3,9.9,10.0,2.0,5.7,1.7,0.4,9.7,10.0,9.4,1.0,Alto
27,0.35,5.31,0.75,1.79,7,1.6,2.2,10.0,7.7,8.7,5.9,2.7,1.0,2.9,9.7,Bajo
18,3.28,3.2,2.67,7.5,3,2.8,1.9,6.7,6.7,7.4,0.9,6.5,4.4,2.6,4.8,Bajo
30,0.06,5.19,2.11,3.2,5,2.0,2.0,6.6,9.1,8.1,5.6,3.2,3.7,4.0,6.9,Bajo
38,0.48,5.59,2.49,5.1,5,2.8,3.4,8.6,5.9,6.5,3.9,2.7,1.4,4.3,7.9,Bajo
30,0.9,3.88,2.82,4.79,2,1.6,2.1,8.8,5.9,7.3,4.5,2.3,3.4,3.0,7.8,Bajo
37,0.0,3.1,1.03,2.36,5,2.1,3.1,6.4,8.2,6.1,3.1,4.8,1.3,4.5,6.0,Bajo
16,3.19,1.79,4.94,9.23,2,10.0,8.5,6.2,4.7,4.8,1.8,10.0,9.0,7.8,3.3,Alto
31,3.3,3.19,4.5,9.57,1,8.7,7.4,3.2,4.2,3.3,4.8,6.8,5.1,5.1,1.9,Alto
42,1.31,3.14,2.9,6.28,1,4.7,4.4,6.4,7.6,5.2,2.9,5.3,3.8,6.5,5.5,Moderado
41,1.84,3.02,1.84,5.46,5,3.1,3.7,7.9,8.5,5.0,1.2,5.2,3.2,4.4,6.0,Bajo
34,0.0,5.51,1.01,4.54,8,5.0,1.9,6.5,6.3,7.1,6.6,4.1,3.4,5.7,6.1,Bajo
38,3.19,4.6,3.72,9.72,2,8.1,4.2,3.9,4.9,7.2,3.9,5.8,5.7,5.2,4.6,Alto
26,3.06,3.69,2.14,6.42,3,5.7,5.2,5.5,5.7,6.7,3.8,4.2,5.2,5.2,4.6,Alto
32,1.62,2.55,2.59,6.54,4,6.1,2.7,3.9,6.5,8.1,5.0,3.2,3.0,6.0,8.7,Moderado
17,2.09,3.09,2.94,6.33,6,5.3,3.8,6.0,8.3,5.7,3.5,6.7,3.8,4.8,4.2,Alto
42,2.86,3.17,2.06,6.52,0,7.2,6.8,1.8,6.0,1.8,5.4,5.8,7.6,7.8,2.9,Alto
15,0.95,3.36,1.41,4.84,5,2.9,3.9,6.3,7.9,6.9,5.3,3.7,4.3,6.0,5.2,Bajo
15,0.0,5.45,2.12,4.78,4,2.8,1.6,6.7,8.2,8.2,4.3,3.7,1.8,4.0,7.5,Bajo
43,0.0,4.55,0.65,2.07,5,2.1,1.6,9.4,9.1,10.0,7.8,2.0,1.0,2.6,8.6,Bajo
33,1.82,3.75,2.19,4.9,2,3.5,5.6,2.6,6.3,6.0,6.4,5.5,6.0,4.6,5.9,Moderado
25,3.56,1.39,3.9,9.56,0,10.0,10.0,1.0,5.5,1.7,2.8,8.4,10.0,7.8,3.0,Alto
19,0.0,5.84,0.66,3.09,4,3.5,2.1,7.4,7.6,8.4,5.9,1.8,1.4,3.5,6.1,Bajo
26,3.31,2.78,5.24,9.92,2,8.6,5.2,4.5,6.7,4.1,1.4,5.8,5.5,3.4,5.1,Alto
17,0.74,4.55,0.7,4.26,1,6.3,4.4,7.6,8.6,8.3,5.8,4.0,2.3,3.2,6.2,Bajo
15,1.73,3.72,3.5,7.87,2,4.5,4.0,8.3,9.3,7.2,5.2,3.7,2.8,3.4,7.4,Bajo
15,2.92,3.03,3.08,7.36,3,6.9,5.6,4.3,6.0,3.7,2.9,6.7,6.8,5.4,6.3,Alto
22,1.45,4.02,1.59,6.17,6,2.5,3.9,6.5,7.3,7.6,5.4,2.8,2.1,4.8,5.5,Bajo
24,1.25,2.86,3.13,7.55,8,6.0,5.3,4.1,7.6,5.2,3.8,5.8,3.8,3.7,4.5,Moderado
25,0.73,3.91,2.78,7.58,5,6.2,5.0,5.3,7.4,5.7,4.5,5.3,4.3,6.8,4.3,Moderado
26,0.29,5.11,1.63,5.63,4,1.9,5.0,7.3,9.0,7.2,6.4,4.0,2.9,5.0,6.9,Bajo
43,2.08,2.68,3.61,6.79,0,6.7,4.3,1.5,6.3,5.2,0.9,6.7,6.9,8.2,5.8,Alto
27,1.29,5.0,2.48,6.69,5,4.9,2.6,5.0,6.7,5.0,2.5,4.7,4.2,4.3,4.8,Bajo
26,0.0,5.79,0.9,3.78,4,2.6,1.0,9.4,9.2,9.0,4.3,1.0,3.2,2.9,8.0,Bajo
28,1.01,3.7,2.54,5.21,4,4.1,2.5,8.0,7.9,9.4,8.0,4.1,1.0,4.5,8.9,Bajo
16,0.0,8.77,0.0,2.45,10,1.0,1.0,10.0,9.7,10.0,8.7,1.0,1.0,1.0,10.0,Bajo
43,1.28,4.71,1.64,3.04,4,5.4,5.1,5.1,6.9,5.6,5.0,5.8,3.0,4.4,5.3,Moderado
33,3.18,3.57,3.02,6.29,1,8.6,7.3,1.1,6.9,3.7,4.1,7.0,6.3,7.4,3.3,Alto
32,1.04,5.55,0.39,1.72,3,2.5,2.5,5.3,7.0,8.7,3.7,1.0,2.3,3.0,9.1,Bajo
17,3.67,1.02,3.17,9.23,3,5.8,5.5,4.4,6.2,6.1,0.2,5.6,6.6,4.7,6.8,Alto
37,3.52,4.62,3.44,9.39,4,6.8,6.4,7.1,4.3,7.5,3.4,3.6,4.4,2.9,7.2,Moderado
31,0.0,4.89,0.0,1.73,7,3.1,4.0,7.6,7.0,5.9,6.2,4.3,2.9,2.6,9.1,Bajo
40,3.2,2.66,3.56,10.48,0,6.9,7.1,4.3,6.8,4.1,1.9,7.0,6.8,4.8,2.3,Alto
22,0.69,4.84,1.91,5.59,5,6.0,3.5,5.0,7.2,7.2,2.3,2.7,1.0,3.5,8.7,Bajo
43,4.41,3.72,4.22,9.04,2,8.1,9.2,2.3,4.8,2.8,0.2,9.3,8.2,10.0,1.3,Alto
40,0.0,5.25,0.0,1.83,6,1.3,2.3,8.4,9.4,9.9,4.2,1.2,1.0,1.0,7.1,Bajo
24,0.68,3.78,1.92,3.66,2,4.8,2.9,5.6,7.3,6.7,3.4,4.6,5.0,5.1,6.6,Bajo
40,0.78,3.31,1.44,4.63,3,5.2,5.5,7.3,8.6,5.6,2.4,4.1,5.2,6.2,8.1,Bajo
44,0.65,2.97,2.13,4.74,4,5.1,2.6,5.9,7.8,6.8,4.3,5.8,2.9,3.0,6.9,Bajo
16,0.31,2.16,1.5,2.92,2,3.0,7.7,2.8,6.7,6.0,2.3,5.5,4.3,8.4,4.6,Moderado
33,4.88,0.0,5.57,14.14,0,10.0,10.0,1.0,6.3,1.0,0.9,9.4,10.0,10.0,1.0,Alto
23,2.79,3.93,2.24,7.08,5,6.4,5.4,4.2,6.3,7.0,2.0,4.1,5.6,7.4,5.8,Alto
21,2.7,5.96,2.26,6.55,3,4.9,5.7,4.1,6.0,6.2,4.4,5.1,4.7,5.4,6.1,Alto
18,1.15,7.26,1.7,4.6,7,3.2,1.3,6.9,9.2,9.0,5.3,1.5,5.8,2.6,7.7,Bajo
40,0.0,5.23,0.57,4.18,7,2.1,1.0,10.0,8.9,8.0,6.9,2.3,1.0,1.0,8.7,Bajo
35,2.21,2.44,4.46,9.59,3,8.2,9.4,5.2,7.4,7.1,3.4,5.4,6.6,5.7,3.9,Alto
32,0.0,5.83,1.59,3.43,5,2.9,2.5,4.5,8.2,7.2,5.6,4.6,5.2,4.9,6.9,Bajo
27,3.44,1.57,5.72,10.17,1,10.0,10.0,1.0,6.7,1.2,2.1,9.2,9.8,10.0,1.1,Alto
25,2.16,3.18,4.49,7.82,4,8.9,7.9,4.1,5.9,4.6,3.8,7.8,4.5,4.8,5.6,Alto
43,2.01,3.37,3.12,6.65,4,5.5,6.3,5.0,6.6,4.7,4.0,5.8,5.1,5.5,5.1,Bajo
38,1.21,4.74,2.87,6.59,3,5.8,6.2,4.3,6.5,4.4,2.5,5.5,5.7,5.1,5.0,Alto
18,2.37,2.48,3.32,8.44,0,6.5,6.3,6.2,6.6,5.8,4.8,6.1,4.4,6.2,5.5,Moderado
39,1.12,5.24,2.11,4.51,6,5.0,4.1,8.6,6.1,7.9,3.8,4.6,3.5,3.9,10.0,Bajo
35,0.0,6.27,1.75,4.55,4,1.0,1.0,10.0,8.4,9.9,5.7,1.0,1.2,1.6,8.0,Bajo
43,0.0,4.65,2.74,3.83,4,3.2,3.1,7.5,8.1,7.5,3.4,1.1,2.3,4.8,8.4,Bajo
39,2.58,4.81,3.29,7.26,0,3.0,2.8,6.8,6.4,6.4,2.7,5.9,5.8,4.1,5.7,Moderado
18,0.69,4.75,1.9,3.13,8,3.2,3.3,6.8,6.6,6.2,4.3,2.9,1.7,3.9,7.2,Bajo
24,1.38,4.88,1.56,3.46,7,2.9,2.6,6.5,7.8,8.2,5.2,5.0,1.8,3.7,6.9,Bajo
19,0.6,4.92,2.07,3.76,5,2.9,1.4,5.4,8.2,8.0,3.7,2.3,1.7,2.9,9.7,Bajo
23,2.98,1.27,2.33,7.28,5,9.4,6.7,2.8,5.3,4.0,2.8,6.1,4.1,6.3,4.3,Alto
38,1.7,3.79,4.32,7.02,4,6.8,6.8,4.2,8.6,5.5,3.3,6.9,6.0,5.6,5.4,Alto
17,1.38,4.68,1.0,5.88,4,5.3,6.7,4.0,5.7,6.0,3.0,5.8,6.7,5.8,3.9,Moderado
31,1.02,2.7,3.8,5.88,4,5.9,4.5,3.4,6.1,5.3,6.7,6.2,5.2,6.4,4.1,Alto
17,0.0,4.35,1.64,3.82,5,1.0,2.7,7.8,8.8,8.8,5.9,1.6,1.0,2.5,8.6,Bajo
30,1.06,4.26,1.42,5.8,3,3.1,2.2,8.7,8.4,8.5,5.1,1.5,2.6,4.1,7.3,Bajo
18,1.68,3.59,3.2,6.97,5,6.1,4.4,5.8,7.6,6.8,2.6,4.3,3.7,2.2,5.9,Moderado
32,0.0,5.32,1.91,3.55,5,2.6,1.0,6.9,7.1,10.0,5.4,1.0,3.2,4.3,10.0,Bajo
31,1.05,5.5,1.3,4.5,1,5.5,4.0,5.8,6.5,7.3,4.2,7.2,4.0,6.3,6.4,Moderado
21,0.0,6.88,2.65,4.09,7,1.4,2.1,6.8,7.1,7.0,5.5,1.0,1.0,2.2,7.9,Bajo
38,0.26,6.65,0.92,2.18,7,1.0,1.0,8.2,7.9,8.2,8.1,1.0,1.1,1.3,8.4,Bajo
37,2.57,3.31,5.55,10.74,5,6.5,7.1,2.4,6.8,4.8,0.6,6.8,5.8,6.2,3.7,Alto
44,1.89,1.94,4.32,7.62,3,7.5,5.6,4.5,5.5,3.7,2.2,6.6,5.8,5.7,3.5,Alto
19,1.5,6.37,1.92,6.36,3,3.4,3.8,6.9,5.9,8.1,5.8,2.5,1.4,3.0,6.7,Bajo
26,0.9,5.42,0.29,3.99,4,1.9,1.4,8.8,9.1,9.8,4.5,1.3,3.0,2.8,9.0,Bajo
31,0.0,6.71,0.18,2.35,9,1.1,1.0,10.0,8.4,9.9,4.3,1.0,1.0,2.2,10.0,Bajo
37,4.61,2.6,4.49,12.07,1,10.0,10.0,1.0,6.4,4.6,1.0,7.9,8.9,8.5,3.0,Alto
27,2.62,3.94,4.08,8.15,3,6.3,5.2,6.4,6.6,8.0,5.4,5.2,3.7,8.7,5.9,Moderado
37,0.0,5.82,3.12,5.9,4,4.9,4.0,9.8,7.9,5.4,3.4,2.0,3.5,5.5,7.4,Bajo
39,2.52,4.86,2.59,7.88,6,4.8,5.0,5.5,9.3,5.4,3.9,5.1,3.3,5.3,9.7,Moderado
17,0.0,7.09,2.36,4.05,8,1.2,1.1,7.8,7.3,10.0,6.9,1.0,1.0,2.6,8.8,Bajo
23,2.7,3.77,1.1,5.37,5,8.7,5.8,3.1,5.9,6.4,2.4,5.0,4.3,6.2,4.8,Alto
44,4.0,1.76,4.96,11.29,1,10.0,10.0,2.5,4.8,3.5,0.9,8.1,8.8,9.0,1.0,Alto
31,0.0,4.94,2.97,6.94,4,2.3,1.0,9.8,9.4,7.9,4.0,4.3,4.0,3.9,7.0,Bajo
31,4.33,1.32,5.43,11.53,3,8.0,10.0,3.5,5.3,2.1,0.3,10.0,7.8,10.0,1.0,Alto
44,1.71,2.84,1.05,4.31,4,4.5,6.3,7.3,7.9,7.4,2.4,4.6,2.8,4.5,5.3,Bajo
34,2.78,1.17,5.56,11.52,3,9.4,7.7,3.8,3.5,3.7,1.6,7.1,10.0,7.4,1.4,Alto
30,1.84,4.4,3.57,7.48,5,6.8,6.3,6.0,7.1,7.5,5.2,5.8,3.4,6.9,3.8,Moderado
39,0.95,2.4,3.15,6.97,4,4.2,7.4,6.3,6.5,5.1,6.0,5.1,4.0,5.0,5.6,Bajo
36,3.59,1.57,4.43,11.5,0,9.9,9.8,2.7,7.0,3.2,3.7,10.0,9.5,7.0,3.3,Alto
27,1.44,2.09,5.28,6.8,2,8.1,7.6,3.4,7.0,6.2,3.3,6.0,7.3,5.4,3.6,Alto
41,0.82,3.13,3.32,6.1,4,6.6,3.5,7.5,6.4,6.0,6.0,7.3,1.9,6.5,2.9,Moderado
33,0.0,5.98,0.32,2.09,8,1.2,1.0,10.0,9.8,10.0,9.8,1.0,1.0,4.9,9.8,Bajo
31,0.0,5.25,0.18,1.22,8,1.5,2.6,8.0,9.6,10.0,6.1,1.0,1.0,1.4,9.4,Bajo
18,1.71,2.07,3.72,5.5,5,5.5,6.8,5.9,8.0,5.2,2.0,9.4,4.8,6.6,5.9,Bajo
26,2.9,2.2,4.95,8.26,0,9.2,8.6,5.0,6.7,2.6,4.2,5.7,8.5,7.7,2.0,Alto
43,3.85,2.9,2.68,8.63,6,6.0,4.5,6.3,6.7,5.4,2.0,2.4,3.9,6.6,5.0,Alto
23,1.22,4.01,1.35,4.03,3,3.3,3.4,6.9,7.6,6.3,3.4,1.0,2.1,4.8,5.8,Bajo
33,0.0,6.76,1.99,3.19,8,4.0,2.2,10.0,7.9,7.6,3.1,4.1,1.0,3.3,8.6,Bajo
26,0.0,5.82,0.83,2.92,9,1.5,2.5,7.9,7.7,9.2,6.0,5.5,1.9,4.0,6.5,Bajo
23,2.07,2.54,4.6,7.98,4,5.0,5.7,4.9,6.4,4.0,0.4,4.9,4.7,4.2,5.1,Moderado
21,0.2,6.51,0.91,4.4,3,2.2,3.3,6.2,7.4,10.0,6.5,3.3,3.8,2.7,7.3,Bajo
42,0.0,4.55,0.26,1.64,5,3.3,1.4,4.1,9.6,7.6,7.9,2.9,2.5,3.6,8.0,Bajo
28,2.98,3.46,1.3,7.78,7,2.5,3.7,8.7,7.3,6.3,6.7,2.3,3.9,5.5,5.1,Bajo
34,3.84,1.52,2.84,8.65,2,9.7,9.8,2.0,5.6,2.1,0.4,9.1,7.7,7.0,3.1,Alto
33,2.81,3.3,2.95,7.1,5,7.7,6.8,5.9,5.5,5.7,0.4,7.5,6.4,8.6,3.6,Alto
40,1.09,5.67,2.32,4.69,2,5.9,4.4,4.2,6.7,5.7,2.7,3.6,5.3,6.6,3.4,Moderado
29,0.73,2.25,3.71,7.96,3,5.0,4.6,5.8,7.5,6.2,5.1,5.3,3.6,2.8,6.3,Bajo
30,2.17,1.34,3.93,8.8,3,7.1,4.6,5.5,6.7,4.6,5.1,5.5,5.7,5.8,4.2,Bajo
35,0.9,4.39,2.17,4.3,7,5.2,5.5,4.6,7.0,7.3,5.1,4.0,1.2,3.6,4.1,Moderado
19,1.46,5.02,5.19,8.77,4,5.2,3.2,8.1,7.7,6.3,5.3,2.9,5.0,6.6,7.5,Bajo
17,3.0,3.24,3.0,5.65,0,6.5,6.0,4.3,6.8,5.3,6.7,5.8,7.4,3.6,4.3,Moderado
26,1.26,4.84,2.17,4.1,8,4.3,5.0,7.2,7.8,7.5,3.6,3.4,4.6,5.1,7.0,Bajo
39,0.62,4.18,0.03,1.9,6,3.7,1.0,10.0,8.5,10.0,4.3,3.4,3.0,3.1,8.8,Bajo
34,3.53,1.47,3.86,8.62,3,8.9,7.9,4.1,5.9,4.9,0.5,7.4,6.9,8.4,1.9,Alto
41,0.0,6.18,0.93,4.14,4,1.0,1.0,9.6,8.2,10.0,6.9,1.0,1.0,2.2,10.0,Bajo
35,3.32,4.09,2.83,6.24,2,8.8,7.8,5.5,5.9,3.8,1.9,7.5,5.7,10.0,1.0,Alto
18,2.27,4.0,2.51,5.35,3,6.3,5.1,4.9,7.1,6.0,4.6,5.3,6.3,7.0,4.6,Alto
35,0.98,5.67,1.86,5.29,4,3.4,1.3,8.1,8.7,9.2,4.5,2.3,1.1,1.1,7.3,Bajo
37,1.71,2.9,2.0,5.94,5,6.6,4.9,5.7,6.7,5.6,4.9,5.4,3.6,6.7,5.0,Bajo
30,0.49,4.89,1.34,3.47,2,3.6,2.3,5.3,7.2,8.4,3.9,3.3,3.4,4.5,8.3,Bajo
39,3.32,1.93,4.09,11.47,1,6.0,6.6,2.6,5.7,3.9,2.8,5.4,5.7,8.1,4.8,Alto
21,2.83,4.9,2.01,7.45,5,7.1,5.7,3.7,5.1,5.6,3.0,4.4,6.0,6.0,2.8,Alto
27,3.34,2.48,1.87,8.43,2,5.4,5.0,3.8,5.6,6.3,0.9,5.4,2.8,4.5,3.6,Moderado
35,2.54,2.38,3.42,7.91,2,5.5,6.5,4.1,5.6,4.4,2.9,7.5,5.3,4.8,7.2,Moderado
24,0.52,2.65,3.23,5.21,4,5.9,3.6,7.3,6.5,4.9,5.0,4.1,4.7,6.1,5.6,Moderado
40,4.73,2.15,4.57,10.77,1,8.5,10.0,1.9,6.2,3.0,0.4,7.4,7.2,9.0,1.7,Alto
21,2.63,2.7,3.5,9.06,3,5.5,7.3,3.8,5.2,1.1,5.4,6.0,5.5,6.4,5.1,Alto
28,1.12,6.04,1.72,5.61,5,5.0,4.6,6.3,7.3,7.1,4.6,1.5,4.1,1.0,4.8,Bajo
40,2.7,3.88,4.32,8.81,1,6.3,5.5,7.7,7.2,3.5,2.1,7.5,5.2,7.7,6.1,Alto
19,2.48,2.41,4.08,9.03,2,7.3,5.3,6.5,5.7,8.9,2.1,6.5,5.7,3.8,3.7,Moderado
17,1.03,5.16,2.29,6.28,3,5.7,1.9,6.2,6.7,8.2,6.4,4.9,3.2,7.2,7.1,Moderado
37,0.0,3.13,1.88,3.32,4,4.5,3.1,7.0,6.0,7.2,3.2,4.1,3.3,2.7,6.1,Bajo
43,2.28,1.95,3.75,7.68,2,5.2,7.1,1.8,5.3,5.9,3.0,6.0,8.4,7.1,1.8,Alto
25,2.38,4.13,1.76,6.58,4,2.6,4.6,5.8,8.2,7.4,5.3,4.1,4.7,5.3,6.2,Bajo
25,2.18,2.58,2.61,5.0,0,4.8,6.0,4.7,7.3,4.6,4.5,4.4,3.1,5.9,6.6,Moderado
32,4.85,3.52,3.41,10.73,3,8.0,8.6,4.2,8.0,3.2,1.5,6.8,6.5,7.8,1.0,Alto
29,3.96,3.49,4.93,9.77,0,10.0,10.0,1.0,4.6,3.2,2.2,9.1,8.8,9.5,1.0,Alto
26,0.79,4.28,1.52,5.25,3,4.2,2.2,9.2,8.7,6.3,4.9,4.8,3.2,3.6,8.5,Bajo
23,2.14,3.59,2.8,9.09,6,7.7,4.0,6.4,6.5,7.4,1.7,6.5,4.6,4.4,6.9,Moderado
24,1.14,3.79,3.39,5.84,1,3.4,3.5,4.7,6.5,7.2,5.7,3.6,4.2,4.3,6.4,Bajo
40,1.24,3.34,2.22,4.1,1,5.4,5.2,5.8,9.4,6.0,3.0,4.5,4.2,5.3,6.9,Bajo
26,1.75,3.85,2.06,5.64,7,5.3,7.6,6.2,6.0,6.0,3.3,5.5,2.1,3.5,5.8,Bajo
31,0.51,3.22,2.72,4.96,5,4.2,1.9,7.7,8.8,8.4,5.1,2.3,4.6,4.5,7.1,Bajo
43,0.28,5.71,1.42,4.36,5,4.3,2.3,8.7,7.9,9.7,4.7,2.0,1.1,2.7,9.7,Bajo
20,2.36,3.98,3.89,8.48,2,10.0,10.0,3.6,4.8,3.9,3.0,8.4,8.0,9.0,2.2,Alto
21,3.61,1.32,4.49,9.8,3,6.4,4.9,5.8,5.3,5.4,1.6,5.6,5.6,5.7,4.8,Moderado
28,0.19,3.29,1.52,3.8,5,5.1,4.0,7.9,7.4,8.0,3.6,4.4,2.2,5.0,7.8,Bajo
27,0.37,3.07,0.94,2.2,4,6.2,5.1,4.8,5.7,3.3,5.3,5.4,4.6,6.4,4.3,Alto
22,3.87,2.53,3.62,10.33,1,7.7,8.8,2.0,5.5,5.0,1.8,4.7,6.9,7.9,4.2,Alto
24,0.17,5.76,3.33,7.12,6,3.3,2.1,7.3,5.8,7.8,3.4,1.8,4.0,4.1,7.8,Bajo
23,1.63,4.58,2.39,4.83,3,4.9,4.7,4.9,7.2,5.2,3.9,6.6,1.8,3.7,4.2,Bajo
32,0.0,3.84,0.59,1.02,5,1.9,2.6,8.9,6.6,9.7,6.3,2.3,1.0,4.2,8.4,Bajo
41,1.86,3.46,2.41,5.87,3,3.7,4.1,6.2,7.0,7.4,1.8,1.0,3.4,4.1,4.6,Moderado
40,3.65,2.42,4.13,8.56,5,6.5,5.3,6.9,5.3,4.2,5.7,3.9,7.1,5.8,4.9,Alto
16,0.0,5.16,1.3,2.03,7,2.9,1.9,7.6,8.9,8.6,8.0,3.1,2.5,1.8,7.7,Bajo
19,1.88,4.22,2.9,5.38,6,5.4,1.5,5.1,5.2,6.9,4.4,3.4,1.6,3.8,5.3,Bajo
43,3.11,1.75,3.11,8.02,3,7.1,5.4,5.2,6.2,5.0,2.7,2.9,5.5,8.3,2.3,Alto
19,0.15,2.91,3.69,5.43,3,8.3,7.4,4.9,7.1,7.4,3.3,6.9,6.1,6.2,3.9,Moderado
20,0.0,5.85,1.52,3.9,5,5.1,1.5,7.4,8.1,8.6,6.7,3.1,4.2,2.7,8.0,Bajo
33,0.96,2.96,2.48,4.87,5,5.3,4.8,6.3,5.6,5.7,4.2,4.3,4.4,5.3,4.8,Bajo
22,2.58,3.19,3.32,6.68,3,7.4,6.0,4.5,5.0,4.7,3.7,7.1,3.8,6.0,3.2,Alto
30,1.91,5.58,2.07,5.96,2,7.8,5.6,7.8,7.6,5.3,5.9,3.8,4.6,6.1,5.8,Moderado
27,3.2,4.79,2.21,6.36,3,8.6,8.7,2.6,6.1,5.0,4.4,5.9,6.2,7.1,2.7,Alto
15,0.49,2.49,1.89,4.89,5,4.6,2.5,6.4,6.4,7.0,3.3,2.7,3.3,4.3,8.2,Bajo
36,1.87,3.66,1.62,3.83,4,3.7,5.0,5.3,7.4,5.5,4.8,3.1,5.7,4.6,6.5,Moderado
34,0.0,8.2,1.93,1.77,7,1.8,1.4,10.0,7.3,8.8,7.1,2.7,1.9,2.7,7.9,Bajo
31,0.0,6.24,0.86,1.25,6,1.0,1.9,8.3,7.5,9.5,6.3,1.9,1.3,2.5,10.0,Bajo
21,3.14,3.16,4.7,9.42,2,8.4,6.4,4.9,5.7,5.3,4.0,5.5,7.6,6.3,4.3,Alto
39,0.67,5.29,2.19,4.57,4,4.2,7.1,4.4,6.3,6.6,3.5,5.4,3.7,4.5,4.4,Bajo
27,0.27,4.73,2.02,4.43,7,3.9,3.2,8.1,6.6,8.1,2.7,1.7,1.6,3.6,8.3,Bajo
18,0.21,5.88,0.0,1.65,6,3.7,4.1,7.3,8.0,10.0,8.1,3.2,2.1,3.7,10.0,Bajo
18,2.28,2.88,2.22,5.66,3,5.9,5.4,5.2,7.8,6.5,1.0,6.5,4.2,7.0,5.6,Alto
20,0.0,5.86,0.0,3.43,5,2.0,1.0,9.9,6.8,8.8,8.3,1.0,1.0,3.6,7.9,Bajo
42,3.22,3.33,4.57,10.96,4,7.4,6.8,1.7,6.0,6.2,2.7,7.0,5.1,6.9,2.6,Alto
33,1.63,4.37,2.49,7.11,4,7.0,6.9,5.4,6.5,4.4,5.3,4.3,3.4,3.3,4.7,Alto
43,0.0,5.17,2.37,4.68,5,2.6,1.0,8.3,8.4,8.4,5.8,2.9,2.3,5.4,10.0,Bajo
26,1.52,3.4,0.0,3.91,7,6.0,4.1,6.4,7.8,7.1,5.3,5.4,4.3,5.2,4.3,Bajo
36,4.24,0.0,6.7,12.13,1,10.0,10.0,1.0,5.0,2.5,1.5,10.0,10.0,9.0,1.9,Alto
21,3.02,2.3,3.62,8.78,1,5.6,8.2,2.9,5.6,5.1,1.6,6.3,7.1,7.0,3.6,Alto
41,0.14,5.86,2.01,3.21,5,3.3,1.6,9.2,8.1,7.3,5.2,3.8,2.0,3.1,8.7,Bajo
24,2.02,3.67,2.15,5.12,2,6.6,5.2,6.0,5.0,4.5,2.9,7.4,6.7,5.2,3.1,Alto
40,0.0,4.56,1.61,1.99,8,2.8,2.1,7.5,6.1,9.2,6.7,3.6,1.0,3.3,8.4,Bajo
33,0.51,3.6,0.75,3.67,7,1.5,1.0,10.0,10.0,8.7,5.9,1.1,1.0,2.5,7.5,Bajo
21,1.71,3.93,1.24,5.11,5,4.9,5.6,2.8,6.3,7.7,4.5,5.3,3.0,4.8,5.1,Moderado
44,0.85,4.32,1.84,4.39,6,6.3,6.7,5.2,6.2,5.2,1.8,7.3,6.8,2.9,5.8,Bajo
17,3.26,2.63,2.09,6.91,1,5.9,3.7,2.7,6.9,4.7,1.1,5.8,5.6,6.1,3.1,Alto
